"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ASIZ4P5D","magazineArticle","2018","Miranda, Leticia","Amazon Marketplace Sellers Say It's Hard To Compete With Amazon's Lower Prices","BuzzFeed News","","","","https://www.buzzfeednews.com/article/leticiamiranda/amazon-sellers-say-the-tech-giant-is-crushing-them-with","“It’s like trying to open up a convenience store next to Walmart and trying to do business against them.""","2018-06-13","2019-04-26 18:42:03","2019-09-23 17:56:12","2019-04-26 18:42:03","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\22SX7DSG\amazon-sellers-say-the-tech-giant-is-crushing-them-with.html; ","https://www.buzzfeednews.com/article/leticiamiranda/amazon-sellers-say-the-tech-giant-is-crushing-them-with?bfsource=relatedmanual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDL8YY4H","report","","Smith, Cooper","Amazon’s Private Label Fever","","","","","https://www.l2inc.com/daily-insights/amazons-private-label-fever","Amazon’s private label business is far larger than industry analysts believed.","","2019-04-26 18:59:24","2019-08-28 08:48:13","2019-04-26 18:59:24","","","","","","","","","","","Benchmarking Digital Performance","Gartner L2","","en-US","","","","","","","","","F:\zotero\storage\UT4XNNEG\amazons-private-label-fever.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPNT7BH4","magazineArticle","2017","Ghosh, Shona","Amazon's New Multibillion-Dollar Business? It's All About Private Labels (and Data)","Inc.com","","","","https://www.inc.com/business-insider/amazon-profitable-private-label-brands-multi-billion-dollar-business.html","Amazon's first private label launched in 2009.","2017-08-21","2019-04-26 19:00:58","2019-09-23 17:53:27","2019-04-26 19:00:58","","","","","","","Amazon's New Multibillion-Dollar Business?","","","","","","","","","","","","","","","","F:\zotero\storage\PPWJ7UJZ\amazon-profitable-private-label-brands-multi-billion-dollar-business.html; ","https://www.inc.com/business-insider/amazon-profitable-private-label-brands-multi-billion-dollar-business.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XYDL4ER","magazineArticle","2017","Miranda, Leticia","There's A War Going On Behind Amazon's ""Add To Cart"" Button","BuzzFeed News","","","","https://www.buzzfeednews.com/article/leticiamiranda/theres-a-war-going-on-behind-amazons-add-to-cart-button","It's the holy grail for Amazon sellers — and as more spending moves online, it gets more valuable by the day.","2017-06-19","2019-04-26 19:02:31","2019-09-23 17:56:07","2019-04-26 19:02:31","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\2L7MNIA8\theres-a-war-going-on-behind-amazons-add-to-cart-button.html; ","https://www.buzzfeednews.com/article/leticiamiranda/theres-a-war-going-on-behind-amazons-add-to-cart-button","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZDJN38F","magazineArticle","2018","Miranda, Leticia","People Are Ditching Macy's For Amazon Prime To Shop For Clothes","BuzzFeed News","","","","https://www.buzzfeednews.com/article/leticiamiranda/people-are-ditching-macys-for-amazon-prime","Shoppers who are spending less at Macy's are instead spending more on Amazon Prime, according to research released Wednesday.","2018-02-21","2019-04-26 19:07:57","2019-09-23 17:56:10","2019-04-26 19:07:57","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\MV8WNZ29\people-are-ditching-macys-for-amazon-prime.html; ","https://www.buzzfeednews.com/article/leticiamiranda/people-are-ditching-macys-for-amazon-prime#.yaVJyJO8n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6IB6J55","magazineArticle","2018","Miranda, Leticia","Amazon Will Start Making More Money Off Clothing And Accessories On Its Marketplace","BuzzFeed News","","","","https://www.buzzfeednews.com/article/leticiamiranda/amazon-apparel-sellers-commission-fee-hike","Sellers say the move might increase the quality of clothes on Amazon Marketplace, but also prices.","2018-02-02","2019-04-26 19:12:20","2019-09-23 17:56:09","2019-04-26 19:12:20","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\HEQS8SD4\amazon-apparel-sellers-commission-fee-hike.html; ","https://www.buzzfeednews.com/article/leticiamiranda/amazon-apparel-sellers-commission-fee-hike#.gr1zlzmDQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y28JIFVF","report","2019","Bezos, Jeff","Letter to shareholders","","","","","https://www.sec.gov/Archives/edgar/data/1018724/000119312519103013/d727605dex991.htm","","2019","2019-04-26 19:48:41","2019-09-23 17:51:10","2019-04-26 19:48:41","","","","","","","","","","","","Amazon","","","","","","","","","","","F:\zotero\storage\3JNWDXFI\d727605dex991.html; ","https://www.sec.gov/Archives/edgar/data/1018724/000119312519103013/d727605dex991.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JX644BJM","report","","","Retail’s Disruption Yields Opportunities – Store Wars!","","","","","https://distressions.com/wp-content/uploads/2017/04/Retail_s_Disruption_Yields_Opportunities_-_Ahead_of_the_Curve_Series__Video_-_Cowen_and_Company.pdf","","","2019-04-26 20:04:07","2019-09-23 18:02:53","2019-04-26 20:04:00","","","","","","","","","","","","Cowan and company","","","","","","","","","","","F:\zotero\storage\6ZVLKE4T\Retail_s_Disruption_Yields_Opportunities_-_Ahead_of_the_Curve_Series__Video_-_Cowen_and_Company.pdf; ","https://distressions.com/wp-content/uploads/2017/04/Retail_s_Disruption_Yields_Opportunities_-_Ahead_of_the_Curve_Series__Video_-_Cowen_and_Company.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AGJATPU8","magazineArticle","2019","Lecher, Colin","How Amazon automatically tracks and fires warehouse workers for ‘productivity’","The Verge","","","","https://www.theverge.com/2019/4/25/18516004/amazon-warehouse-fulfillment-centers-productivity-firing-terminations","Documents show how the company tracks and terminates workers","2019-04-25","2019-04-26 20:25:57","2019-09-23 17:55:44","2019-04-26 20:25:57","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\A5VM8PDK\amazon-warehouse-fulfillment-centers-productivity-firing-terminations.html; ","https://www.theverge.com/2019/4/25/18516004/amazon-warehouse-fulfillment-centers-productivity-firing-terminations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWKTKI5E","magazineArticle","2018","Liao, Shannon","Amazon warehouse workers skip bathroom breaks to keep their jobs, says report","The Verge","","","","https://www.theverge.com/2018/4/16/17243026/amazon-warehouse-jobs-worker-conditions-bathroom-breaks","""From their point of view, we don’t have the right to be ill,"" one worker wrote anonymously.","2018-04-16","2019-04-26 20:38:53","2019-09-23 17:55:54","2019-04-26 20:38:53","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\FI5DXPUC\amazon-warehouse-jobs-worker-conditions-bathroom-breaks.html; ","https://www.theverge.com/2018/4/16/17243026/amazon-warehouse-jobs-worker-conditions-bathroom-breaks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K355LZ8G","magazineArticle","2018","Ghosh, Shona","Undercover author finds Amazon warehouse workers in UK 'peed in bottles' over fears of being punished for taking a break","Business Insider","","","","https://www.businessinsider.com/amazon-warehouse-workers-have-to-pee-into-bottles-2018-4","An undercover author and an anonymous survey found that workers believed taking a long break could lead to warnings at an Amazon warehouse.","2018-04-16","2019-04-26 20:51:10","2019-09-23 17:53:29","2019-04-26 20:51:10","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\GD7P5QNP\amazon-warehouse-workers-have-to-pee-into-bottles-2018-4.html; ","https://www.businessinsider.com/amazon-warehouse-workers-have-to-pee-into-bottles-2018-4?utm_source=hearst&utm_medium=referral&utm_content=allverticals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVVPJNNF","magazineArticle","2018","Peterson, Hayley","'We sped like crazy': Amazon delivery drivers say they feel pressure to drive dangerously, urinate in bottles, and sprint on the job","Business Insider","","","","https://www.businessinsider.com/amazon-delivery-drivers-say-they-speed-urinate-in-bottles-2018-9","Ann Chval said female drivers at Amazon-affiliated delivery company JARS TD brought buckets and baby wipes to work so they could go to the bathroom inside their trucks.","2018-09-12","2019-04-26 20:52:20","2019-09-23 17:57:21","2019-04-26 20:52:20","","","","","","","'We sped like crazy'","","","","","","","","","","","","","","","","F:\zotero\storage\YWPAF7IE\amazon-delivery-drivers-say-they-speed-urinate-in-bottles-2018-9.html; ","https://www.businessinsider.com/amazon-delivery-drivers-say-they-speed-urinate-in-bottles-2018-9?utm_source=hearst&utm_medium=referral&utm_content=allverticals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7GPX3IPJ","magazineArticle","2019","Bort, Julie","Amazon's warehouse-worker tracking system can automatically fire people without a human supervisor's involvement (AMZN)","SFGate","","","","https://www.sfgate.com/technology/businessinsider/article/Amazon-s-warehouse-worker-tracking-system-can-13795882.php","Business Insider        Amazon  employs a system that not only tracks warehouse workers' productivity but also can automatically fire them for failing to meet expectations.   Amazon confirmed that it fired hundreds of people for productivity reasons in just one facility over one year's time.   It said that the rate at which it is firing people from its warehouses has decreased.     Visit Business Insider's homepage for more stories .     Amazon's demanding culture of worker productivity has been revealed in multiple investigations. But a new report indicates that the company doesn't just track worker productivity at its warehouses - it also has a system that can automatically fire them.   Amazon has fired more than 300 workers, citing productivity, at a single facility in Baltimore in a single year ( August 2017 through September 2018),  The Verge's Colin Lecher reported .  The Verge cited a letter by an Amazon attorney as part of a case with the National Labor Relations Board.   An Amazon spokesperson confirmed to Business Insider, "" Approximately 300 employees turned over in Baltimore related to...","2019-04-25","2019-04-26 20:54:27","2019-09-23 17:51:16","2019-04-26 20:54:27","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\2M86YYKX\Amazon-s-warehouse-worker-tracking-system-can-13795882.html; ","https://www.sfgate.com/technology/businessinsider/article/Amazon-s-warehouse-worker-tracking-system-can-13795882.php","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8QTDCY9","magazineArticle","2019","Lin, John","Amazon Prime’s dominance is spurring new startup opportunities","TechCrunch","","","","http://social.techcrunch.com/2019/04/25/amazon-primes-dominance-is-spurring-new-startup-opportunities/","Amazon has made two-day shipping the new industry standard -- a standard most competitors can’t meet. Fortunately, some exciting new logistics startups are emerging to help them compete with Amazon.","2019-04-24","2019-04-26 21:00:44","2019-09-23 17:55:55","2019-04-26 21:00:44","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\XZTFSQYY\amazon-primes-dominance-is-spurring-new-startup-opportunities.html; ","https://techcrunch.com/2019/04/25/amazon-primes-dominance-is-spurring-new-startup-opportunities/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KDE5H6K3","blogPost","2017","Dunne, Chris","Amazon Has 1,029,528 New Sellers This Year (Plus Other Stats)","FeedbackExpress","","","","https://www.feedbackexpress.com/amazon-1029528-new-sellers-year-plus-stats/","Amazon is the largest online retailer in the world generating $177.9 billion in revenue in 2017 and a net income growth of 27.8%. In 2016, the ecommerce company’s …","2017-12-14","2019-04-26 21:02:51","2019-09-23 17:53:01","2019-04-26 21:02:51","","","","","","","","","","","","","","en-GB","","","","","","","","","F:\zotero\storage\ZD882G4C\amazon-1029528-new-sellers-year-plus-stats.html; ","https://www.feedbackexpress.com/amazon-1029528-new-sellers-year-plus-stats/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXSYK2T7","magazineArticle","2019","Rey, Jason Del","Amazon ousted thousands of merchants with no notice — showing the danger of relying on the shopping platform","Recode","","","","https://www.recode.net/2019/3/8/18252606/amazon-vendors-no-orders-marketplace-counterfeits","One week you’re an Amazon vendor. The next week: ""Goodbye and good luck.""","2019-03-08","2019-04-26 21:13:12","2019-09-23 17:57:32","2019-04-26 21:13:12","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\SSVMXGYR\amazon-vendors-no-orders-marketplace-counterfeits.html; ","https://www.recode.net/2019/3/8/18252606/amazon-vendors-no-orders-marketplace-counterfeits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJZ9LKMQ","magazineArticle","2019","Peterson, Hayley","Amazon demands selfies from delivery drivers - Business Insider","","","","","https://www.businessinsider.com/amazon-demands-selfies-from-delivery-drivers-2019-4","","2019-04-19","2019-04-26 21:19:01","2019-09-23 17:57:24","2019-04-26 21:19:01","","","Business Insider","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\7K8L8G77\amazon-demands-selfies-from-delivery-drivers-2019-4.html; ","https://www.businessinsider.com/amazon-demands-selfies-from-delivery-drivers-2019-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CJC4YPI","magazineArticle","2019","Peterson, Hayley","Amazon is delivering packages out of 'carnival' tents in a mad race to catch up to UPS and FedEx","Business Insider","","","","https://www.businessinsider.com/amazon-pitches-carnival-tents-race-catch-up-ups-fedex-2019-4","The tents take a couple weeks to build, allowing Amazon to launch rapidly in areas where it wants to expand its delivery network.","2019-04-12","2019-04-26 21:20:40","2019-09-23 17:57:23","2019-04-26 21:20:40","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\L4VLLUF2\amazon-pitches-carnival-tents-race-catch-up-ups-fedex-2019-4.html; ","https://www.businessinsider.com/amazon-pitches-carnival-tents-race-catch-up-ups-fedex-2019-4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYSHS37Q","magazineArticle","2018","Peterson, Hayley","Amazon is advertising massive profits up to $300,000 to anyone who wants to start a delivery company","Business Insider","","","","https://www.businessinsider.com/amazon-delivery-job-2018-6","Amazon is offering new incentives to anyone who wants a Prime delivery job to open and run a courier business. The business would deliver packages for the e-commerce behemoth.","2018-06-28","2019-04-26 21:21:50","2019-09-23 17:57:19","2019-04-26 21:21:50","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\RJCG56JG\amazon-delivery-job-2018-6.html; ","https://www.businessinsider.com/amazon-delivery-job-2018-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HXRM36LF","magazineArticle","2019","Crockett, Zachary","5-star phonies: Inside the fake Amazon review complex","The Hustle","","","","https://thehustle.co/amazon-fake-reviews","I spent two weeks in the underbelly of Amazon's fake review economy — and emerged questioning our collective trust in the stars.","2019-04-14","2019-04-26 21:23:25","2019-09-23 17:52:44","2019-04-26 21:23:25","","","","","","","5-star phonies","","","","","","","en-US","","","","","","","","","F:\zotero\storage\8GYBQ6Q9\amazon-fake-reviews.html; ","https://thehustle.co/amazon-fake-reviews","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TXJZBV55","magazineArticle","2019","Olito, Madeline Stone, Frank","From Amazon to Colgate, these are the 25 most loved brands in America","Business Insider","","","","https://www.businessinsider.com/amazon-netflix-home-depot-among-americas-most-loved-brands-2019-4","Amazon, Netflix, and Home Depot some of America's favorite brands, according to the latest version of Morning Consult's Most Loved Brands study.","2019-04-19","2019-04-26 21:30:49","2019-09-23 17:56:21","2019-04-26 21:30:49","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\VF49Z342\amazon-netflix-home-depot-among-americas-most-loved-brands-2019-4.html; ","https://www.businessinsider.com/amazon-netflix-home-depot-among-americas-most-loved-brands-2019-4?utm_source=hearst&utm_medium=referral&utm_content=allverticals#2-google-is-in-second-place-with-2611-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GM6U9FN","blogPost","2019","Gale, Thomas P.","Why Third-Party Sellers Are Important to Amazon","mdm","","","","https://www.mdm.com/blogs/12-industry-insiders/post/39850-why-third-party-sellers-are-important-to-amazon","Bezos outlines growth in annual shareholders letter","2019-04-15","2019-04-26 21:33:55","2019-09-23 17:53:25","2019-04-26 21:33:55","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\RYNRNK5Y\39850-why-third-party-sellers-are-important-to-amazon.html; ","https://www.mdm.com/blogs/12-industry-insiders/post/39850-why-third-party-sellers-are-important-to-amazon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MVSCZHJ","webpage","2019","Staff, Motley Fool","How Amazon Advertising More Than Doubled Its Revenue in a Year -","The Motley Fool","","","","https://www.fool.com/investing/2019/04/10/how-amazon-advertising-more-than-doubled-its-reven.aspx","The money is flowing to where the eyes are, and a lot of us start a fair share of our searching at the e-commerce leader.","2019-04-10","2019-04-26 21:36:23","2019-09-23 17:58:21","2019-04-26 21:36:23","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\T8FFWEY2\how-amazon-advertising-more-than-doubled-its-reven.html; ","https://www.fool.com/investing/2019/04/10/how-amazon-advertising-more-than-doubled-its-reven.aspx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2VYJN73","newspaperArticle","2018","Dastin, Jeffrey","Exclusive: Amazon's internal numbers on Prime Video, revealed","Reuters","","","","https://www.reuters.com/article/us-amazon-com-ratings-exclusive-idUSKCN1GR0FX","Amazon.com Inc's top television shows drew more than 5 million people world...","2018-03-15","2019-05-01 16:17:15","2019-09-23 17:33:53","2019-05-01 16:17:15","","","","","","","Exclusive","","","","","","","en","","","","","www.reuters.com","","","","F:\zotero\storage\PAKYH9Q6\exclusive-amazons-internal-numbers-on-prime-video-revealed-idUSKCN1GR0FX.html","","","United States; Company News; Corporate Events; Major News; US; Science; Television; Internet / World Wide Web; AMAZON; Arts / Culture / Entertainment; Broadcasting (TRBC); COM; Department Stores (TRBC); Entertainment Production (TRBC); Exclusive; EXCLUSIVE; Graphics; Media / Publishing (Legacy); Media and Publishing (TRBC); RATINGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DUPW8VG","webpage","2019","Levy, Adam","Here's Exactly How Much Amazon Is Spending on Video and Music Content -","The Motley Fool","","","","https://www.fool.com/investing/2019/04/30/heres-how-much-amazon-is-spending-on-video-music.aspx","It's even more than everyone was thinking.","2019-04-30","2019-05-01 16:16:44","2019-09-23 17:55:48","2019-05-01 16:16:44","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\YHR9KCQI\1-reason-amazons-sales-slowdown-isnt-as-scary-as-i.html; ","https://www.fool.com/investing/2019/05/01/1-reason-amazons-sales-slowdown-isnt-as-scary-as-i.aspx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7HH6UPY","webpage","2019","Leonard, Andrew","Amazon Has Gone From Neutral Platform to Cutthroat Competitor, Say Open Source Developers","OneZero","","","","https://onezero.medium.com/open-source-betrayed-industry-leaders-accuse-amazon-of-playing-a-rigged-game-with-aws-67177bc748b7","For open-source developers, AWS has gone from a neutral platform to a cutthroat competitor","2019-04-24","2019-05-01 16:34:22","2019-09-23 17:55:45","2019-05-01 16:34:22","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\XWZASMQY\open-source-betrayed-industry-leaders-accuse-amazon-of-playing-a-rigged-game-with-aws-67177bc74.html; ","https://onezero.medium.com/open-source-betrayed-industry-leaders-accuse-amazon-of-playing-a-rigged-game-with-aws-67177bc748b7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LBQAN3N","magazineArticle","2019","Bukszpan,, Dan","Here's how Amazon robots could make the deliveryman extinct","CNBC","","","","https://www.cnbc.com/2019/04/26/heres-how-amazon-robots-could-make-the-deliveryman-extinct.html","","2019-04-19","2019-05-01 16:29:59","2019-09-23 17:11:18","2019-05-01 16:29:59","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\64WTZPHU\heres-how-amazon-robots-could-make-the-deliveryman-extinct.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APMZJZNH","webpage","2019","Kline, Daniel B.","Amazon Tries to Take on the Entire Trucking Industry -","The Motley Fool","","","","https://www.fool.com/investing/2019/04/28/amazon-tries-to-take-on-entire-trucking-industry.aspx","It's leveraging its own size and relationships to enter a new industry.","2019-04-28","2019-05-01 16:28:54","2019-09-23 17:55:37","2019-05-01 16:28:54","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\FWG8YQ8N\amazon-tries-to-take-on-entire-trucking-industry.html; ","https://www.fool.com/investing/2019/04/28/amazon-tries-to-take-on-entire-trucking-industry.aspx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W32M3N97","newspaperArticle","2019","Satariano, Adam","British Panel Calls for Stricter Antitrust Rules on Tech Giants - The New York Times","New York Times","","","","https://www.nytimes.com/2019/03/12/business/britain-antitrust-big-tech.html","","2019-03-19","2019-05-01 16:36:50","2019-09-23 16:57:54","2019-05-01 16:36:50","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\S5795BI4\britain-antitrust-big-tech.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Y93NH2N","blogPost","2019","Duca, John V.","Online Retailing, Self-Employment Disrupt Inflation","Dallas Federal Reserve","","","","https://www.dallasfed.org:443/research/economics/2019/0416","The employment status of increasing numbers of workers has become contingent in recent years—that is, there is greater freelance, or “gig,” employment.","2019-04-16","2019-05-01 16:56:00","2019-09-23 21:26:40","2019-05-01 16:56:00","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\ZSYPW4X5\0416.html; ","https://www.dallasfed.org/research/economics/2019/0416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFT73GCS","magazineArticle","2019","Waber, Andrew","4 stats on what wins on Amazon vs. Walmart","Marketing Land","","","","https://marketingland.com/4-stats-on-what-wins-on-amazon-vs-walmart-259567","Marketers can gain a meaningful advantage over competitors by taking a retailer-specific approach on particular product page elements.","2019-04-16","2019-05-01 17:04:37","2019-09-21 19:17:41","2019-05-01 17:04:37","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\8PHCBA4Z\4-stats-on-what-wins-on-amazon-vs-walmart-259567.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHQQNRXG","newspaperArticle","2019","Butler, Sarah","Almost 90% of UK shoppers use Amazon, research reveals","The Guardian","","0261-3077","","https://www.theguardian.com/business/2019/mar/07/almost-90-of-uk-shoppers-use-amazon-research-reveals","Study by Mintel also finds that more than 25% of British adults are signed up to Prime","2019-03-07","2019-05-01 17:21:55","2019-09-23 17:51:24","2019-05-01 17:21:55","","","","","","","","","","","","","","en-GB","","","","","www.theguardian.com","","","","F:\zotero\storage\IWXUCRI8\almost-90-of-uk-shoppers-use-amazon-research-reveals.html; ","https://www.theguardian.com/business/2019/mar/07/almost-90-of-uk-shoppers-use-amazon-research-reveals","","Technology; Money; Business; Internet; UK news; Amazon; E-commerce; Consumer affairs; Online shopping; Retail industry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Business","","","",""
"E2T4ECXW","webpage","2019","Bogost, Ian","Breaking Up Facebook Isn’t Enough","The Atlantic","","","","https://www.theatlantic.com/technology/archive/2019/05/chris-hughess-call-break-facebook-isnt-enough/589138/","The Facebook co-founder Chris Hughes calls the company’s influence staggering and dangerous. But his solutions are incomplete and unsatisfying.","2019-05-09","2019-05-10 12:24:22","2019-09-23 17:51:13","2019-05-10 12:24:22","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\BRMLQ5M7\589138.html; ","https://www.theatlantic.com/technology/archive/2019/05/chris-hughess-call-break-facebook-isnt-enough/589138/?silverid-ref=MzM4MTM3MzQzMDc1S0&utm_campaign=atlantic-daily-newsletter&utm_content=20190509&utm_medium=email&utm_source=newsletter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGZVAM7G","blogPost","2019","Spencer, Michael K.","Azure Cannot Catch AWS","UtopiaPress","","","","https://medium.com/utopiapress/azure-cannot-catch-aws-4e20f9fecb14","Microsoft isn’t Amazon, not can it be.","2019-04-29","2019-05-10 12:23:02","2019-09-23 17:58:19","2019-05-10 12:23:02","","","","","","","","","","","","","","","","","","","","","","","F:\zotero\storage\3WUN2542\azure-cannot-catch-aws-4e20f9fecb14.html; ","https://medium.com/utopiapress/azure-cannot-catch-aws-4e20f9fecb14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5F9Z7QWD","magazineArticle","2019","Rogoff, Kenneth","Elizabeth Warren’s Big Ideas on Big Tech","Project Syndicate","","","","https://www.project-syndicate.org/commentary/elizabeth-warren-tech-regulation-proposals-by-kenneth-rogoff-2019-04","The debate about how to regulate the tech sector is eerily reminiscent of the debate over financial regulation in the early 2000s. Fortunately, one US politician has mustered the courage to call for a total rethink of America's exceptionally permissive merger and acquisition policy over the past four decades.","2019-04-01","2019-05-18 17:59:29","2019-09-23 17:05:43","2019-05-18 17:59:29","","","","","","","","","","","","","","en","","","","","","","","","F:\zotero\storage\C3YCENF9\elizabeth-warren-tech-regulation-proposals-by-kenneth-rogoff-2019-04.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFGGIL6T","newspaperArticle","2019","Romano, Benjamin","Amazon touts small businesses’ success on its site - SFChronicle.com","SF Chronicle","","","","https://www.sfchronicle.com/business/article/Amazon-touts-small-businesses-success-on-its-13836694.php","Amazon argues in its second annual report on its impact on businesses with fewer than 1,000 employees and less than $1 billion in revenue that it is not the bane of small businesses and that third-party sellers on its site are growing.","2019-05-10","2019-05-18 14:26:58","2019-09-23 16:38:09","2019-05-18 14:26:58","","","","","","","","","","","","","","en-US","","","","","","","","","F:\zotero\storage\9MKYBPUK\Amazon-touts-small-businesses-success-on-its-13836694.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
